xmwct|c5nskhr c5nvi34|0 1
xmr83|c5nxlnd c5nq7tu|1 0
xmihn|c5nwll3 c5nz4t4|0 1
xmaya|c5nsgds c5nrf5q|1 0
xm9ju c5nkwf9|c5no0sa c5nlbpw|1 0
xm6l2|c5nlldi c5nof8o|0 1
xlj5o|c5nkgz8 c5neap0|0 1
xoh0w c5o7ezq|c5o7p9p c5o86dr|1 0
xocy1|c5o9nyt c5o5ymh|1 0
xo37j|c5o47df c5o42ku|1 0
xns4h|c5o0wae c5nzu62|1 0
xnh5n|c5o25gw c5o0o69|0 1
xq9ka|c5oo2se c5ov8km|1 0
xq3ag c5on3jz|c5orbaa c5opo6x|0 1
xq162|c5ooqql c5olqgs|0 1
xpxwu|c5onu7q c5olswi|0 1
xp6qv|c5ock5o c5od0lf|0 1
xslm1|c5paunv c5p9sfy|1 0
xski4|c5pethw c5patr9|1 0
xs25b|c5p9wiv c5p8jjx|1 0
xrrzh|c5p1eb2 c5p5x6v|0 1
xrms4|c5p1o60 c5p0im4|0 1
xrcni|c5oyll5 c5peg2s|0 1
xr9ny|c5p8ivv c5oxlgo|0 1
xr5o7|c5ox3ce c5p51yt|0 1
xr4sc|c5oxc5m c5oxctw|0 1
xqz9n|c5otswe c5otsbn|0 1
xqw9c|c5oxsoy c5ox3b4|0 1
xunou|c5ppzvj c5pq4bd|1 0
xui4t|c5pznhp c5pz7j8|1 0
xubcl|c5pp120 c5pq221|0 1
xubad|c5q0ash c5q3f6z|0 1
xu706|c5poh61 c5pq2ly|1 0
xu6jn|c5pn6qm c5pobp6|1 0
xu6d0|c5ply0f c5pmmjd|0 1
xu52u|c5pldhe c5pl7ve|0 1
xu3c6|c5pm6hc c5pm7fs|1 0
xtyzw|c5pn95g c5pt0s8|1 0
xtwu1|c5pj407 c5pj2tf|0 1
xttc8|c5po9p2 c5pt43a|1 0
xtp2f c5pj5vq|c5pj8y7 c5pjl9g|0 1
xtol1|c5pn43g c5phtct|1 0
xtojz|c5pl530 c5pjnas|0 1
xtngb|c5pkv3k c5pipmx|0 1
xtfev|c5pr5u3 c5pjeaf|1 0
xstu4|c5pp09p c5pbje5|0 1
xsq8w|c5pedu2 c5pgjew|0 1
xsoeu|c5pacg2 c5pg2jh|0 1
xwnss|c5qgxjt c5qbm1x|0 1
xw2n4|c5q66bq c5q2unj|1 0
xw17e|c5q6d6h c5qafnn|1 0
xvjfp|c5q126n c5qijy2|1 0
xvhop|c5pyaa7 c5q3pg8|0 1
xveq8|c5px0rw c5pwou5|1 0
xvcba|c5q1cso c5pws1v|1 0
xv9gb|c5pvug3 c5pwki7|1 0
xuv6h|c5pxoqs c5pzi2a|1 0
xy7k1|c5qx7qj c5qx44i|0 1
xxwr6|c5qlyuh c5qlhrf|0 1
xxobe|c5qlmrr c5qw3b3|1 0
xxjqc|c5qkut0 c5qj3im|1 0
xzx4b|c5r2w94 c5rfjmv|0 1
xzr4h c5r0pyt c5r1996|c5r1a2c c5r2376|0 1
xzqnv|c5r2mfn c5r1hy0|0 1
xzddw|c5r3s2s c5r80xb|1 0
xz3r2|c5r0zy3 c5qxrrc|1 0
xz2cy c5qy9ub c5qz97u|c5r16un c5r4w54|1 0
y2byf c5rpm9h|c5rrd95 c5rsf5d|1 0
y22tl|c5rrm54 c5rrowp|0 1
y1x27|c5rlgdg c5rq16b|1 0
y1o5a|c5rseaj c5rij4m|0 1
y1lmk|c5rke1s c5ri2r6|0 1
y1b5c|c5rm2ke c5rfa75|1 0
y1aj1|c5rlfi0 c5rip5y|0 1
y11eo|c5rol8p c5ri2e1|0 1
y43h6|c5samsv c5sd3s9|1 0
y43fd|c5scskr c5sk9a7|1 0
y3xwm|c5s92n6 c5sfo11|1 0
y3wan|c5s3zse c5s5d36|0 1
y3ptu|c5s68gl c5s54wg|1 0
y3ppb|c5s55q2 c5s723z|0 1
y3njg|c5s1fmj c5s9sf3|1 0
y3n7u|c5s5vd8 c5s681d|0 1
y3dks|c5s070e c5rz0mq|0 1
y39g4|c5s4r58 c5rxee8|1 0
y65d7|c5ssiwe c5spd4a|0 1
y5a0r|c5sm7q5 c5sl7ot|0 1
y58p4|c5shwsa c5sjvas|1 0
y57gq|c5sl9ms c5sh8ff|1 0
y5641|c5slhg3 c5sgxin|1 0
y5406 c5sf9nh|c5sk8s6 c5sjc12|1 0
y52t7|c5se7nw c5smgkn|1 0
y4ypv|c5si1lk c5sfno9|0 1
y4plg|c5se1hy c5sm1h3|0 1
y4f8p|c5sbp0n c5tasmy|1 0
y87p5|c5t7bt2 c5tqf79|1 0
y87lx|c5tavia c5tb22o|1 0
y860s|c5tgvnh c5tdjxf|1 0
y85zu|c5tar5j c5t6y3v|0 1
y7t72|c5ta54n c5t5ieh|1 0
y7mum|c5tbxxo c5t2she|0 1
y7mhv|c5t3ulf c5t27gc|1 0
y7m2m c5t2pxg|c5td193 c5t7qwn|1 0
y7fkl|c5tapnu c5t0ilx|0 1
y7fin|c5t0lk0 c6emnt9|1 0
y7cca|c5t4vgi c5t1isz|1 0
y770n|c5tex52 c5tes0h|0 1
y6uq2|c5t1r1j c5t0z9y|0 1
y6ujh|c5sv2xp c5svtt6|1 0
y6ql9|c5t518h c5t1dfu|0 1
y6miz|c5tcdcx c5st0i8|0 1
y6f1p|c5st7qi c5stiw2|0 1
y6d63|c5syd8e c5ssw0r|0 1
y6am7|c5sqlgv c5sru1n|0 1
yahkc|c5u0bpj c5uda0o|0 1
yae7e|c5u2m60 c5tsz3h|1 0
ya6do|c5ty5ek c5tw3fq|0 1
ya4sl|c5u6pzo c5tuevf|0 1
y9s22|c5tyer2 c5tshqf|1 0
y9krt|c5tkttu c5tmg7t|1 0
y9ge4|c5tiry0 c5tjndc|1 0
y9fvb c5tl4m1|c5tthld c5tmz3w|1 0
y9db0|c5tkx2m c5toy64|0 1
y97h2|c5thmu8 c5tgkpz|1 0
y8xel|c5tiua4 c5tey0t|0 1
ycdq2|c5ufncs c5ueysx|1 0
ybwq7|c5u7s2x c5uo8tw|0 1
ybg3x|c5u4x7r c5u60d9|1 0
yb9y5|c5u2kve c5u85f2|0 1
yb85q|c5tzb4c c5tzpx4|1 0
yaxet|c5tza70 c5ty73p|0 1
yaj9e|c5tvnu8 c5tsn6l|1 0
yaiv3|c5txi80 c5u09kj|0 1
yebx5|c5urojd c5us9an|0 1
ye9q5|c5uthul c5uvpb4|0 1
ye22i|c5urwzu c5uq205|1 0
ye1ug|c5up8vv c5upoib|0 1
ydxmn c5ur60c c5urw7b|c5usdej c5vdj1z|0 1
ydumu|c5ut4r9 c5uqcsr|1 0
ydkuv|c5ulxxs c5utk63|1 0
ydbdk|c5urs3b c5ukxsd|1 0
yd3cn|c5uk7xo c5ugpij|0 1
ycq4w|c5uiydw c5ug6ai|0 1
ycltp|c5vaal9 c5ue147|0 1
yg4tm c5vf83n|c5vi7be c5vhjtq|0 1
yg3ps|c5ve3q0 c5varhq|0 1
yg256|c5ve7q7 c5vez7g|0 1
yg0kb|c5ven1b c5vft32|1 0
yfzzc|c5v9cyc c5vef23|1 0
yfzj6 c5v7o20|c5v8i7d c5vbspt|1 0
yfwdo|c5vddfu c5vd37g|0 1
yfo64|c5v5qon c5vbyik|0 1
yfn3y|c5vapjw c5vanrc|1 0
yfk5u|c5v6e52 c5v4r4v|0 1
yfdew|c5v1hvy c5v5jzy|1 0
yfa14|c5v0dov c5v0dtq|1 0
yetty|c5uzks3 c5uzjtf|1 0
yh7ql|c5vqp2b c5vskug|1 0
yh4bo|c5w7j0j c5voyzn|1 0
ygzgm|c5vlivv c5vnxrx|1 0
ygzdx|c5vhtvd c5vmhjy|0 1
ygheh|c5w2tiq c5vev89|0 1
yjpfx|c5w6x95 c5w95cx|0 1
yjjkr|c5w5mta c5w5ils|1 0
yjfqf|c5w4dju c5w4rex|1 0
yj7zk c5w2h5i c5w3v9g|c5w5vbq c5w7vem|1 0
yj7zk|c5w7mt9 c5w6zpt|0 1
yiwpy c5w2u6e|c5w2yi2 c5w9fyh|0 1
yinza|c5w4h9d c5w4vry|1 0
yim7q|c5vwbtp c5vxzg3|0 1
yim4f|c5w7o0b c5wc1ra|1 0
yilh6|c5wex3e c5vw2li|1 0
yigwf|c5vydu2 c5vv8za|1 0
ylpqe|c5wr09z c5wprpr|0 1
ylpl0|c5wugjb c5wpjxl|0 1
ylhhj|c5wnbj3 c5wncwp|0 1
yleyg|c5wtapy c5wnx7z|0 1
yl8tj|c5wkvme c5wnlfe|0 1
yl76i|c5wviwg c5wsxk8|0 1
yl5gm|c5ww402 c5wrxok|0 1
yl22b|c5wjug0 c5wlm9c|1 0
ykxj6|c5wnin7 c5wl6e2|0 1
ykroh|c5wij6y c5wgfqe|1 0
ykrak|c5wiz9j c5whtmf|1 0
yk389|c5we5cm c5wec2k|0 1
yk1hw|c5wcjnd c5w9wbl|0 1
yk197|c5wep5x c5wd6ec|1 0
yjw69|c5w8kfn c5w8hpn|1 0
yjw0f c5wdua8|c5weigi c5wqpc7|1 0
ynfri|c5x901r c5x5er0|0 1
ynbw5|c5x4u6u c5xktwq|0 1
ynae5|c5xg9af c5xdrm6|0 1
ymyyd|c5x0qao c5x3spx|1 0
ymy5w|c5x4z04 c5xb9db|0 1
ymuqt|c5x11l9 c5x4hxb|1 0
ymn71 c5wymsr|c5wzwrh c5wzdpi|1 0
ym77b|c5wxa9r c5wxe23|1 0
ym3ps|c5wtzcq c5wyiak|1 0
ym2sk|c5wxxia c5x0p4w|0 1
yq1i6|c5xzlk8 c5y0e61|0 1
ypj6r|c5y2m6a c5xvz59|0 1
yp9ir|c5xqvim c5xsz5p|0 1
yp1zs|c5xktvb c5xm3ke|1 0
yp15m|c5ydwj5 c5xv42t|1 0
yp11u|c5xk17m c5xjycp|1 0
yox2i|c5xji1d c5xkiw0|0 1
yowq4|c5xngye c5xpc0z|1 0
yot6j|c5xippw c5xnaip|1 0
yosjt c5xi95q|c5xkn9h c5xjkyt|1 0
yo5f4|c5xoccg c5xkiyy|1 0
ys5nv|c5yeeum c5ygy3b|1 0
ys4vo|c5yccmj c5yd1u0|1 0
yrofd c5y7mzv|c5ybx0y c5y9g12|0 1
yrack|c5ycrhb c5y7wq0|0 1
yr94v|c5y7a43 c5y6avq|0 1
yr8qo|c5y44vf c5y4075|0 1
yr761 c5y3ew5|c5y6c2d c5y78d5|1 0
yr761|c5yczes c5yejlr|1 0
yr49p|c5y2410 c5y34fn|0 1
yr47x|c5y5n1b c5y6zvi|0 1
yr3cw|c5y29om c5y4ctu|1 0
yr2m4|c5y5s8y c5y42sy|1 0
yqzro|c5y2apm c5y24vn|0 1
yquvn|c5y06jy c5y0erv|1 0
yqo17|c5xzd45 c5y070u|0 1
yqno0|c5xxzjr c5xybz6|0 1
yqhc7|c5xwmm7 c5xxcph|1 0
ytm8c|c5yrrjh c5ysx4h|1 0
ytjcf|c5ytdkn c5z00xe|0 1
ythwx|c5ywba8 c5yu9e4|1 0
yt2qp|c5yless c5ynhxl|1 0
yszx2|c5yjrwg c5yjrjf|1 0
yswrf|c5youco c5ypmw8|0 1
yswcq|c5ymoz8 c5ym4j7|0 1
yviln c5z74ru|c5z7gr5 c5zdidk|1 0
yv59l|c5z7ve4 c5z9p2m|0 1
yuz5o|c5z4cdb c5z24r4|0 1
yuter|c5z0kmi c5zacft|0 1
yupre|c5yzg8x c5z0ltx|0 1
yul46 c5yyyvk|c5yzbqc c5z65uh|1 0
yu8yd|c5yxa1w c5yxzyo|0 1
yu4rq|c5yto64 c5ytl1o|1 0
yxaca|c5zoybz c5zmvvq|0 1
yws54|c5zmncf c5zt3r2|1 0
ywrt1|c602p22 c5zn1m2|1 0
ywmw5|c5zmw4y c5zm1dw|0 1
ywenr|c5zl4uf c5zilro|0 1
ywe5o|c5zivtz c5zen8h|1 0
yw1u2|c5zctcw c5zbxyl|1 0
yvxg9|c5zhc8n c5zexcz|0 1
yvspe|c5zfoyf c5z90l5|1 0
yvs2a|c5z917h c5z9183|0 1
yzhyv|c60ey64 c60hata|1 0
yz6ci|c608zfm c605doy|1 0
yz52l c607mgg|c608ijj c608og0|0 1
yz4uh|c60fktp c606hqw|0 1
yz11a|c606zbs c604k8k|0 1
yz08n|c608wxc c608ovk|1 0
yyp3o c606nej|c60az3r c60q1y7|1 0
yyl6x|c600wjq c600kw0|1 0
yyhkd|c600gad c600gm8|0 1
yyfvh|c5zz3vx c600be6|1 0
yyd5s|c5zvzzy c5zzey3|1 0
yy22z|c5ztj99 c5zys24|0 1
yy206|c607drv c5zt4jj|0 1
yxobt|c603c8s c5zyf20|0 1
z1kph|c60uzwk c60svua|1 0
z1kph c60va0o|c60yxp9 c60wipn|1 0
z17xm|c60msgr c60mu5h|0 1
z17v1|c60pstc c60qzx5|0 1
z0xup|c60k2d2 c60l35z|0 1
z0tg0|c60je99 c60ht6m|0 1
z0rk6|c60mmvc c60qhhg|1 0
z0r5m|c60r3s8 c60u7i3|1 0
z0p5e c60h1e1|c60jqs3 c60j7zb|0 1
z0mzg|c60g64g c60t31d|0 1
z0lge c60hrxd c60ihdt|c60meid c60l1d3|1 0
z0jqv|c60hmg5 c60iina|1 0
z08na|c60hwkl c60qnk4|0 1
z06h3|c60e3wy c60lodi|0 1
yzw67|c60hp8j c60e4ci|1 0
z3o0v|c61a5nw c61dd47|0 1
z31s9|c615u4x c610cjt|0 1
z3134|c6119r1 c610bqi|1 0
z2zi2|c616svm c610ew7|0 1
z2ykq|c61242j c60zjqa|0 1
z2mft c60x5uv|c61gv2x c617f4i|1 0
z2gcw|c611rgl c612724|1 0
z2doi|c60yub1 c60wkmf|1 0
z2dmv|c60wgmi c60wehc|0 1
z2bql|c60uvhw c60umen|1 0
z5ne7|c61u4v8 c61rlxf|1 0
z5lwm|c61o0xv c61v8xq|1 0
z5cnf|c61qakw c61qeje|0 1
z598h|c61llei c61qidq|1 0
z532f|c61ku49 c61m85h|0 1
z4tty|c61gcg8 c61fvzo|0 1
z4pc9|c61g9bv c61kumx|1 0
z4iws c61ecy2 c61ffnk c61ghw1 c61gq13|c63kdwx c61gyg4|0 1
z4g8o|c61ec0b c61h05h|1 0
z3y1b|c61palv c61fjz4|1 0
1njg65|ccj5xq9 ccj5tjo|0 1
1njekz|ccjcogu ccj72xs|0 1
1nje11|ccj496x ccj40lu|0 1
1niuac ccizxeg|ccj1yk1 ccj557k|1 0
1nimij|cciyuzf cciyr6m|0 1
1nijla|ccj27ff cciz5cc|0 1
1nig11|ccivujv ccj03te|0 1
1nievm|ccj6jvd ccj2l3w|0 1
1niakm|ccjd22r ccixtxc|0 1
1ni8zf|ccivr2v cciv0a2|0 1
1ni80l|ccjef91 ccivuhc|0 1
1ni4ac ccism77 ccitswc|cciu22f cciydgh|1 0
1nhlv9|ccir9ah cciqtx1|1 0
1nhjsn|cciszro cciq2vq|0 1
1nhctm|cciq3c6 ccitftr|0 1
1nhcar|cciolwj ccitf3c|0 1
1nh9oa|ccimdk1 ccilp8y|0 1
1nm8nr|cck5fuk cck2fpg|1 0
1nlzqs ccjtb8m|ccjtwig ccju47x|0 1
1nlmu6 ccjqsxq ccjrjjm|cck0ytz ccjzbiv|1 0
1nlkua|ccjvg21 ccjpbsc|1 0
1nlbhp|cck4zcn ccjspkk|1 0
1nl93h|ccjlh08 ccjsvhc|0 1
1nl919|ccjrler ccjo5aw|0 1
1nl7kn ccjmau7|ccjnnmw ccjnn47|0 1
1nl766|ccjxydj ccjkxg1|1 0
1nl3up|ccju3ee ccjvk54|1 0
1nl1jl|ccjni0n ccjmdpk|1 0
1nl0ad|ccjj7ac ccjmvqg|1 0
1nkzxt|ccjvwdi ccjsm7j|1 0
1nksjy|ccjj307 ccjjl13|1 0
1nkcge|ccjhjlg ccjyivo|0 1
1njzwi|ccj9oyr ccj9mvs|0 1
1njsjg|ccjgndq ccje21w|0 1
1nosdj|cckkcpf cckl2qo|1 0
1nol85|cckubrt ccks47e|0 1
1nod8h cckiqgb cckl1rw|ccklook cckl8f7|1 0
1nod5o|ccl245t cckv8iq|0 1
1no7t1 cckecwq cckeft2 cckezkv|cckfd8h cckfmai|0 1
1no7d3|cckiehw cckwucp|0 1
1no3f4|cckgftj cckj8km|1 0
1nnxoi cckcw29|cckdzi7 cckhqw7|0 1
1nnkzo|cck7zo1 cckgk9m|0 1
1nnk4f|cckc645 cckd69t|0 1
1nneon|cckboby cckawyc|1 0
1nn5b5|cckauq7 cckw9jy|1 0
1nn4p2 cck4073 cck41hn|cck79ga cck4324|1 0
1nn37v|cck475w cckgoan|0 1
1nn1d9|cck4t90 cck8ccx|0 1
1nmxek cck3ri7|cck53wg cck4ndv|0 1
1nmpcz|cck7sdl cck47ru|1 0
1nmo1s|cck426e cck2yqt|0 1
1nmisk|cck4wfj cck2m78|0 1
1nmhh7|ccjxzdk ccjxkc4|0 1
1nmeg5|ccjz3nu cck3xa9|1 0
1nmdad|cck6jfm ccjwpvu|1 0
1nmbuw ccjxgih|cck43k1 ccjxyk8|1 0
1nr2th|cclbqvv ccl989f|0 1
1nqxkg|ccl63w7 ccl6fl2|1 0
1nqvfc|cclhvmh cclif4u|1 0
1nql54|ccl5h0j ccln1ze|1 0
1nqk0j|ccl8gmq ccl6jvh|0 1
1nqd55|ccl314e ccl8pd1|0 1
1nqczc|ccl2nl4 ccl113u|1 0
1nqabu|cclck7g ccl9dzg|1 0
1nq983|ccl1w6q ccl59zr|0 1
1nq8f1|cclbshj cclh8kk|1 0
1nq705|ccl6qxq ccl8xkj|1 0
1nq3z9|cclaupp ccl22lq|0 1
1nq2bd|cckx20e cckx84w|1 0
1nq1dj|cckx2bx cckwn7s|1 0
1nptwe|cckzkz0 cckz4y8|1 0
1nppmx|cckw3xg cckzuxj|0 1
1npekf cckt7no ccktux1|cckuh28 cckuh4p|1 0
1np9bz|ccku7wq ccky73s|1 0
1nt3ad|ccm5vml cclwlm0|1 0
1nszty|ccm0lav ccm1eip|0 1
1nsyxp|cclyd22 ccm0ssb|0 1
1nssjl|cclpucu cclp8jp|0 1
1nsnuz|cclry4f cclneo9|1 0
1nse0y|cclkxj1 cclqzf9|0 1
1ns761 cclm571|cclmpos cclp0r1|0 1
1ns3zx|cclmdla ccm0vod|1 0
1ns3d1 ccli92z|cclsucj cclm34p|1 0
1nrsp9 ccleumn cclg6xj ccljbtt|cclkg48 ccljvz3|0 1
1nrscz|cclgy0r cclez02|1 0
1nrnsf|cclnbfp ccleiqy|1 0
1nrn7k|cclik9s ccljolk|0 1
1nrkyp|ccm5jpz cclij5m|0 1
1nrjtc|ccle8mt cclcmga|1 0
1nrisz|cclj17v cclgwef|1 0
1nrfb2|ccml9jz cclb6sk|0 1
1nrcll|cclcree cclc232|1 0
1nrc49|cclaqgv cclb8k1|1 0
1nvd7m|ccmh89u ccmji71|0 1
1nvcsq|ccmmo5m ccmmb6s|1 0
1nvcjr|ccmsupc ccmjj9h|0 1
1nvce4|ccmdql1 ccmducq|1 0
1nv35i|ccmpdv5 ccmgj9b|0 1
1nuy82|ccmf5jx ccmgfwb|1 0
1nuy7b|ccm9rpf ccma5b6|1 0
1nuxmj|ccm9gfj ccm9gb3|0 1
